date,pm2_5,pm10,no2,so2,co,ozone,aqi
2019-12-03 11:00:00,172,230,168,46,0.87,189,179
2019-12-03 12:00:00,84,298,68,119,3.53,166,168
2019-12-03 13:00:00,115,47,67,61,1.25,177,108
2019-12-03 14:00:00,171,142,20,62,4.96,26,149
2019-12-03 15:00:00,200,76,150,59,3.87,35,159
2019-12-03 16:00:00,125,122,80,28,3.67,74,129
2019-12-03 17:00:00,220,286,62,16,1.04,78,176
2019-12-03 18:00:00,197,76,65,67,2.44,52,137
2019-12-03 19:00:00,148,298,172,96,3.81,108,200
2019-12-03 20:00:00,58,137,85,115,2.42,92,108
2019-12-03 21:00:00,221,137,35,45,3.09,13,152
2019-12-03 22:00:00,63,147,90,41,3.4,74,110
2019-12-03 23:00:00,124,332,155,49,1.11,152,175
2019-12-04 00:00:00,113,275,130,5,0.49,190,152
2019-12-04 01:00:00,152,162,43,71,3.6,10,137
2019-12-04 02:00:00,142,200,120,66,4.52,36,162
2019-12-04 03:00:00,215,253,128,48,4.89,95,213
2019-12-04 04:00:00,143,278,27,6,1.06,168,151
2019-12-04 05:00:00,128,288,174,14,2.96,158,183
2019-12-04 06:00:00,91,340,121,73,3.71,187,187
2019-12-04 07:00:00,227,103,107,96,0.4,82,152
2019-12-04 08:00:00,84,99,34,72,3.18,161,115
2019-12-04 09:00:00,98,186,100,118,4.82,37,147
2019-12-04 10:00:00,107,337,109,99,0.44,122,158
2019-12-04 11:00:00,162,54,92,34,4.27,74,138
2019-12-04 12:00:00,197,346,134,47,4.11,42,211
2019-12-04 13:00:00,25,247,107,87,3.72,158,137
2019-12-04 14:00:00,85,330,56,7,3.51,178,163
2019-12-04 15:00:00,88,142,62,82,0.34,42,90
2019-12-04 16:00:00,134,306,159,23,0.92,151,170
2019-12-04 17:00:00,186,197,114,57,1.07,64,154
2019-12-04 18:00:00,124,85,146,15,1.17,48,106
2019-12-04 19:00:00,117,300,169,90,3.09,194,194
2019-12-04 20:00:00,115,105,61,113,0.89,124,113
2019-12-04 21:00:00,176,340,114,17,3.37,137,204
2019-12-04 22:00:00,240,40,83,24,4.24,101,167
2019-12-04 23:00:00,235,94,57,110,4.81,70,181
2019-12-05 00:00:00,65,152,61,44,3.4,90,110
2019-12-05 01:00:00,141,214,77,97,1.88,31,140
2019-12-05 02:00:00,50,190,71,24,2.08,147,109
2019-12-05 03:00:00,171,205,51,25,4.91,74,169
2019-12-05 04:00:00,138,311,113,15,0.39,148,161
2019-12-05 05:00:00,145,53,176,85,1.97,107,135
2019-12-05 06:00:00,162,289,79,53,3.04,41,170
2019-12-05 07:00:00,223,301,141,65,2.45,199,226
2019-12-05 08:00:00,167,299,43,46,1.56,32,154
2019-12-05 09:00:00,151,330,30,103,3.56,124,188
2019-12-05 10:00:00,205,193,164,80,4.53,154,212
2019-12-05 11:00:00,224,286,78,72,0.7,91,184
2019-12-05 12:00:00,208,236,133,20,2.22,143,191
2019-12-05 13:00:00,146,192,145,98,4.71,125,184
2019-12-05 14:00:00,127,340,27,65,3.89,76,171
2019-12-05 15:00:00,157,121,84,43,1.14,135,133
2019-12-05 16:00:00,60,197,120,18,2.91,74,117
2019-12-05 17:00:00,72,99,109,93,3.12,38,104
2019-12-05 18:00:00,106,327,41,35,1.08,73,137
2019-12-05 19:00:00,218,138,38,51,1.6,51,146
2019-12-05 20:00:00,140,123,126,84,3.55,155,159
2019-12-05 21:00:00,95,326,52,12,1.43,143,145
2019-12-05 22:00:00,67,130,159,95,4.52,111,138
2019-12-05 23:00:00,162,100,84,30,4.12,32,138
2019-12-06 00:00:00,154,184,158,111,2.48,193,181
2019-12-06 01:00:00,91,218,21,8,1.73,119,115
2019-12-06 02:00:00,218,182,83,95,1.88,85,173
2019-12-06 03:00:00,190,293,104,72,2.54,142,199
2019-12-06 04:00:00,23,179,56,20,0.46,77,70
2019-12-06 05:00:00,143,50,104,93,1.58,159,128
2019-12-06 06:00:00,198,111,136,43,0.34,82,141
2019-12-06 07:00:00,90,106,115,65,4.71,99,133
2019-12-06 08:00:00,145,264,87,74,2.71,156,176
2019-12-06 09:00:00,78,155,65,28,1.89,177,116
2019-12-06 10:00:00,128,64,130,86,2.97,164,140
2019-12-06 11:00:00,60,333,36,43,4.18,16,136
2019-12-06 12:00:00,208,135,50,42,4.09,47,161
2019-12-06 13:00:00,49,216,69,77,3.56,157,132
2019-12-06 14:00:00,142,61,66,6,3.15,157,128
2019-12-06 15:00:00,165,274,59,100,0.81,105,161
2019-12-06 16:00:00,49,234,74,114,0.97,48,103
2019-12-06 17:00:00,154,251,149,96,4.11,40,182
2019-12-06 18:00:00,71,182,55,11,3.54,78,114
2019-12-06 19:00:00,195,340,96,99,1.96,146,207
2019-12-06 20:00:00,42,80,12,107,3.77,62,84
2019-12-06 21:00:00,143,345,90,41,1.06,181,179
2019-12-06 22:00:00,184,337,66,75,0.55,67,172
2019-12-06 23:00:00,90,233,37,92,1.47,175,135
2019-12-07 00:00:00,249,165,147,117,3.68,119,213
2019-12-07 01:00:00,240,136,133,67,1.74,180,190
2019-12-07 02:00:00,245,117,11,114,1.05,125,161
2019-12-07 03:00:00,122,175,128,21,4.23,46,145
2019-12-07 04:00:00,72,121,154,108,0.53,176,117
2019-12-07 05:00:00,124,278,50,7,0.36,19,119
2019-12-07 06:00:00,192,224,92,80,2.84,76,177
2019-12-07 07:00:00,196,66,118,87,2.62,30,143
2019-12-07 08:00:00,68,141,165,75,4.28,40,127
2019-12-07 09:00:00,130,207,135,54,2.92,183,169
2019-12-07 10:00:00,229,241,149,18,1.25,43,180
2019-12-07 11:00:00,194,250,130,88,1.04,36,169
2019-12-07 12:00:00,126,256,103,100,4.11,198,189
2019-12-07 13:00:00,172,198,103,64,4.09,166,187
2019-12-07 14:00:00,110,112,91,101,3.1,62,124
2019-12-07 15:00:00,174,111,141,16,1.72,57,136
2019-12-07 16:00:00,159,180,97,8,2.18,35,137
2019-12-07 17:00:00,170,110,30,57,1.98,14,118
2019-12-07 18:00:00,36,235,54,29,3.79,99,117
2019-12-07 19:00:00,63,184,173,118,1.0,22,111
2019-12-07 20:00:00,90,92,15,31,1.19,67,79
2019-12-07 21:00:00,144,41,41,25,1.67,42,94
2019-12-07 22:00:00,171,200,38,107,1.26,160,158
2019-12-07 23:00:00,218,276,157,68,2.03,171,214
2019-12-08 00:00:00,112,294,168,21,2.02,157,170
2019-12-08 01:00:00,79,345,101,81,3.95,13,157
2019-12-08 02:00:00,72,168,64,116,1.59,11,97
2019-12-08 03:00:00,239,156,114,26,1.02,18,157
2019-12-08 04:00:00,234,133,175,97,1.18,16,167
2019-12-08 05:00:00,93,340,38,24,4.66,125,169
2019-12-08 06:00:00,163,71,24,84,3.66,38,126
2019-12-08 07:00:00,126,101,121,26,3.99,10,124
2019-12-08 08:00:00,117,203,17,108,3.02,147,146
2019-12-08 09:00:00,44,182,143,93,0.36,88,100
2019-12-08 10:00:00,85,153,78,103,1.07,183,122
2019-12-08 11:00:00,69,117,120,112,3.13,64,114
2019-12-08 12:00:00,88,57,153,85,0.57,140,103
2019-12-08 13:00:00,97,178,89,13,4.69,119,144
2019-12-08 14:00:00,242,182,44,94,0.49,166,178
2019-12-08 15:00:00,187,242,85,79,4.09,67,186
2019-12-08 16:00:00,153,288,136,41,2.15,50,168
2019-12-08 17:00:00,83,102,93,88,3.44,102,119
2019-12-08 18:00:00,47,224,91,95,1.53,115,116
2019-12-08 19:00:00,28,193,30,59,2.23,19,80
2019-12-08 20:00:00,25,143,13,67,2.41,75,77
2019-12-08 21:00:00,164,124,73,61,2.79,92,143
2019-12-08 22:00:00,187,178,38,49,3.98,30,157
2019-12-08 23:00:00,118,225,42,17,3.71,55,138
2019-12-09 00:00:00,223,164,58,108,0.9,13,150
2019-12-09 01:00:00,192,156,28,36,4.64,96,167
2019-12-09 02:00:00,101,182,92,108,3.85,168,157
2019-12-09 03:00:00,138,283,157,107,0.58,114,167
2019-12-09 04:00:00,190,293,79,107,3.11,148,204
2019-12-09 05:00:00,245,90,127,29,1.0,196,175
2019-12-09 06:00:00,193,166,49,19,1.91,158,158
2019-12-09 07:00:00,210,269,24,112,0.38,41,161
2019-12-09 08:00:00,148,217,67,98,0.56,140,147
2019-12-09 09:00:00,206,186,25,106,4.62,87,183
2019-12-09 10:00:00,82,114,91,71,0.56,77,92
2019-12-09 11:00:00,226,126,173,54,3.2,10,174
2019-12-09 12:00:00,144,40,130,47,0.34,63,101
2019-12-09 13:00:00,37,78,27,54,4.43,121,93
2019-12-09 14:00:00,105,339,73,48,1.96,24,144
2019-12-09 15:00:00,229,60,147,77,2.09,39,155
2019-12-09 16:00:00,212,191,40,100,4.41,85,187
2019-12-09 17:00:00,39,179,65,44,3.4,199,122
2019-12-09 18:00:00,203,227,79,99,2.32,123,185
2019-12-09 19:00:00,201,106,92,47,0.42,115,140
2019-12-09 20:00:00,67,200,91,37,0.6,145,110
2019-12-09 21:00:00,247,116,160,55,4.37,148,208
2019-12-09 22:00:00,73,284,28,25,1.84,70,117
2019-12-09 23:00:00,121,337,36,19,4.23,94,171
2019-12-10 00:00:00,108,339,17,76,0.73,39,132
2019-12-10 01:00:00,163,183,135,117,0.8,53,148
2019-12-10 02:00:00,167,123,122,109,2.86,105,159
2019-12-10 03:00:00,249,263,80,24,1.8,22,184
2019-12-10 04:00:00,66,254,162,108,4.65,142,170
2019-12-10 05:00:00,244,229,65,66,0.78,33,170
2019-12-10 06:00:00,154,230,42,74,2.95,10,146
2019-12-10 07:00:00,170,318,64,34,2.26,155,185
2019-12-10 08:00:00,222,111,49,32,4.77,142,181
2019-12-10 09:00:00,180,43,108,49,4.72,71,150
2019-12-10 10:00:00,187,190,36,44,0.45,165,150
2019-12-10 11:00:00,129,73,177,109,1.06,56,120
2019-12-10 12:00:00,24,349,28,98,4.12,193,155
2019-12-10 13:00:00,192,309,157,52,3.96,170,224
2019-12-10 14:00:00,130,43,82,49,0.6,137,103
2019-12-10 15:00:00,60,85,85,103,0.61,38,74
2019-12-10 16:00:00,155,76,63,63,1.96,35,113
2019-12-10 17:00:00,228,232,25,64,2.48,46,174
2019-12-10 18:00:00,101,229,156,29,4.82,87,164
2019-12-10 19:00:00,197,106,118,10,3.53,77,158
2019-12-10 20:00:00,238,130,168,47,3.85,114,199
2019-12-10 21:00:00,50,119,79,92,4.34,98,114
2019-12-10 22:00:00,23,94,103,110,0.66,162,84
2019-12-10 23:00:00,213,62,53,114,2.91,174,166
2019-12-11 00:00:00,75,71,29,36,0.8,62,67
2019-12-11 01:00:00,24,245,123,106,2.29,20,108
2019-12-11 02:00:00,100,162,120,79,3.57,96,141
2019-12-11 03:00:00,73,78,151,68,3.76,16,106
2019-12-11 04:00:00,143,170,126,118,4.2,55,163
2019-12-11 05:00:00,115,182,138,52,3.43,159,159
2019-12-11 06:00:00,112,47,158,116,1.92,100,119
2019-12-11 07:00:00,99,292,84,71,2.63,14,140
2019-12-11 08:00:00,20,129,171,67,4.32,43,107
2019-12-11 09:00:00,223,89,154,64,0.75,22,145
2019-12-11 10:00:00,230,105,66,42,4.07,141,180
2019-12-11 11:00:00,92,328,99,100,1.99,147,165
2019-12-11 12:00:00,80,216,92,104,3.37,177,152
2019-12-11 13:00:00,145,336,148,70,2.14,10,173
2019-12-11 14:00:00,26,58,96,48,4.77,43,85
2019-12-11 15:00:00,177,270,119,67,0.9,89,169
2019-12-11 16:00:00,144,50,93,8,4.33,120,134
2019-12-11 17:00:00,34,99,45,96,2.69,182,98
2019-12-11 18:00:00,127,60,108,27,0.71,199,117
2019-12-11 19:00:00,23,190,16,98,0.85,173,92
2019-12-11 20:00:00,82,118,12,24,1.64,166,98
2019-12-11 21:00:00,89,125,145,78,4.69,175,153
2019-12-11 22:00:00,57,52,29,106,1.53,168,85
2019-12-11 23:00:00,194,213,87,49,1.71,183,179
2019-12-12 00:00:00,207,348,130,37,1.29,97,200
2019-12-12 01:00:00,246,224,24,80,1.08,141,184
2019-12-12 02:00:00,21,222,42,40,2.63,199,113
2019-12-12 03:00:00,216,50,176,84,2.63,109,168
2019-12-12 04:00:00,27,120,26,97,3.48,146,98
2019-12-12 05:00:00,70,182,27,100,0.78,119,102
2019-12-12 06:00:00,136,207,148,70,2.05,131,161
2019-12-12 07:00:00,241,137,177,88,0.72,15,167
2019-12-12 08:00:00,131,182,167,50,4.8,47,164
2019-12-12 09:00:00,38,278,75,114,4.11,31,130
2019-12-12 10:00:00,113,308,115,111,3.97,24,170
2019-12-12 11:00:00,50,204,93,17,2.11,42,99
2019-12-12 12:00:00,99,284,100,107,1.69,15,137
2019-12-12 13:00:00,121,87,45,111,4.51,67,129
2019-12-12 14:00:00,41,81,68,19,4.6,160,105
2019-12-12 15:00:00,52,287,37,60,3.19,194,144
2019-12-12 16:00:00,233,49,74,82,2.9,10,147
2019-12-12 17:00:00,219,143,103,56,4.88,19,179
2019-12-12 18:00:00,184,121,85,77,1.22,15,130
2019-12-12 19:00:00,159,139,129,36,0.93,146,143
2019-12-12 20:00:00,133,287,155,15,4.76,53,181
2019-12-12 21:00:00,216,285,132,110,1.47,123,204
2019-12-12 22:00:00,83,138,176,32,3.87,96,135
2019-12-12 23:00:00,172,229,177,72,5.0,125,207
2019-12-13 00:00:00,201,128,111,28,3.76,123,173
2019-12-13 01:00:00,48,131,107,13,3.4,89,103
2019-12-13 02:00:00,32,158,162,73,1.43,42,93
2019-12-13 03:00:00,45,289,40,64,3.12,187,141
2019-12-13 04:00:00,41,210,83,11,3.1,127,115
2019-12-13 05:00:00,112,342,118,15,4.97,115,189
2019-12-13 06:00:00,95,314,115,47,3.13,26,151
2019-12-13 07:00:00,129,184,17,100,4.65,115,155
2019-12-13 08:00:00,111,125,135,96,0.57,100,118
2019-12-13 09:00:00,92,283,81,87,2.64,174,161
2019-12-13 10:00:00,138,229,90,118,1.85,193,170
2019-12-13 11:00:00,29,153,72,89,1.88,98,91
2019-12-13 12:00:00,67,242,47,77,2.08,115,123
2019-12-13 13:00:00,189,175,76,101,1.6,40,150
2019-12-13 14:00:00,109,287,49,93,0.34,123,138
2019-12-13 15:00:00,247,91,108,6,0.74,88,152
2019-12-13 16:00:00,206,162,114,29,2.05,97,165
2019-12-13 17:00:00,200,142,137,84,2.67,132,178
2019-12-13 18:00:00,187,137,82,47,2.95,51,150
2019-12-13 19:00:00,222,49,72,78,2.01,190,161
2019-12-13 20:00:00,209,119,130,71,4.55,152,193
2019-12-13 21:00:00,25,294,136,15,1.44,139,123
2019-12-13 22:00:00,151,347,39,116,2.48,178,193
2019-12-13 23:00:00,110,324,45,90,0.57,16,131
2019-12-14 00:00:00,74,225,178,115,4.31,62,156
2019-12-14 01:00:00,145,109,129,102,3.1,111,150
2019-12-14 02:00:00,235,269,50,5,3.45,180,210
2019-12-14 03:00:00,216,175,154,111,0.79,75,173
2019-12-14 04:00:00,150,61,71,89,3.97,87,136
2019-12-14 05:00:00,26,76,165,14,4.28,66,95
2019-12-14 06:00:00,107,230,75,67,0.38,64,119
2019-12-14 07:00:00,105,147,118,86,1.17,85,119
2019-12-14 08:00:00,159,212,64,8,2.34,70,145
2019-12-14 09:00:00,118,129,18,89,4.42,162,144
2019-12-14 10:00:00,164,202,30,67,3.43,10,146
2019-12-14 11:00:00,214,292,137,12,2.39,164,209
2019-12-14 12:00:00,94,77,57,42,2.82,10,89
2019-12-14 13:00:00,217,163,174,93,3.59,132,203
2019-12-14 14:00:00,126,80,166,67,2.41,159,141
2019-12-14 15:00:00,183,275,30,98,1.39,147,175
2019-12-14 16:00:00,164,55,152,54,2.26,174,148
2019-12-14 17:00:00,105,345,157,57,2.49,19,163
2019-12-14 18:00:00,20,86,21,87,1.05,66,55
2019-12-14 19:00:00,139,228,19,77,1.56,167,149
2019-12-14 20:00:00,86,238,125,26,1.26,155,136
2019-12-14 21:00:00,227,306,102,18,1.57,98,196
2019-12-14 22:00:00,118,213,56,84,3.64,44,142
2019-12-14 23:00:00,225,243,176,103,4.37,70,220
2019-12-15 00:00:00,68,283,26,69,1.95,37,115
2019-12-15 01:00:00,70,163,29,10,4.97,109,122
2019-12-15 02:00:00,90,292,167,58,0.69,169,156
2019-12-15 03:00:00,237,230,25,93,1.43,76,176
2019-12-15 04:00:00,139,143,157,60,2.6,23,138
2019-12-15 05:00:00,190,72,20,52,3.81,100,144
2019-12-15 06:00:00,131,161,106,33,2.2,129,140
2019-12-15 07:00:00,50,51,65,79,1.69,105,77
2019-12-15 08:00:00,43,218,171,82,1.98,191,139
2019-12-15 09:00:00,230,272,41,104,1.53,186,203
2019-12-15 10:00:00,56,123,11,30,3.39,58,87
2019-12-15 11:00:00,212,298,90,6,1.85,163,197
2019-12-15 12:00:00,236,100,73,58,4.35,77,177
2019-12-15 13:00:00,82,82,79,6,2.9,125,103
2019-12-15 14:00:00,75,297,102,36,4.78,91,160
2019-12-15 15:00:00,221,111,110,33,1.19,147,161
2019-12-15 16:00:00,37,86,52,6,4.51,90,89
2019-12-15 17:00:00,125,291,168,116,4.18,59,187
2019-12-15 18:00:00,212,58,49,75,3.88,102,157
2019-12-15 19:00:00,176,40,60,56,2.87,124,134
2019-12-15 20:00:00,96,338,42,47,4.42,81,164
2019-12-15 21:00:00,23,94,109,39,4.0,20,83
2019-12-15 22:00:00,140,208,98,77,4.06,44,159
2019-12-15 23:00:00,159,265,11,107,1.21,172,164
2019-12-16 00:00:00,203,141,70,85,4.69,148,188
2019-12-16 01:00:00,67,230,148,80,4.92,136,162
2019-12-16 02:00:00,166,257,16,67,2.94,127,169
2019-12-16 03:00:00,45,59,10,95,4.12,27,77
2019-12-16 04:00:00,127,309,80,63,3.03,173,181
2019-12-16 05:00:00,57,156,151,91,1.51,180,124
2019-12-16 06:00:00,99,291,38,24,3.57,74,145
2019-12-16 07:00:00,172,44,52,85,2.96,87,130
2019-12-16 08:00:00,203,110,25,43,1.46,79,134
2019-12-16 09:00:00,221,90,129,80,3.5,54,169
2019-12-16 10:00:00,248,236,138,68,1.46,147,207
2019-12-16 11:00:00,47,278,38,61,0.95,88,107
2019-12-16 12:00:00,80,279,43,71,3.0,52,133
2019-12-16 13:00:00,239,80,106,111,2.41,171,183
2019-12-16 14:00:00,108,254,28,79,3.44,146,155
2019-12-16 15:00:00,108,126,31,25,4.31,173,135
2019-12-16 16:00:00,198,290,97,5,4.17,11,187
2019-12-16 17:00:00,159,314,18,96,3.65,49,175
2019-12-16 18:00:00,27,68,129,22,0.86,87,65
2019-12-16 19:00:00,247,161,168,89,2.97,193,217
2019-12-16 20:00:00,141,171,69,5,1.14,129,129
2019-12-16 21:00:00,122,236,60,96,1.11,85,136
2019-12-16 22:00:00,205,241,56,63,1.54,150,179
2019-12-16 23:00:00,107,181,138,112,4.25,83,157
2019-12-17 00:00:00,42,332,104,52,3.56,46,139
2019-12-17 01:00:00,56,223,169,75,1.59,65,122
2019-12-17 02:00:00,30,43,112,32,1.85,111,72
2019-12-17 03:00:00,36,301,132,84,1.9,170,143
2019-12-17 04:00:00,239,306,110,62,3.14,42,210
2019-12-17 05:00:00,203,254,59,58,1.44,180,185
2019-12-17 06:00:00,200,249,164,47,1.19,137,189
2019-12-17 07:00:00,214,296,110,13,4.48,178,225
2019-12-17 08:00:00,149,295,54,69,1.55,83,158
2019-12-17 09:00:00,48,288,61,70,3.99,129,144
2019-12-17 10:00:00,76,230,70,89,2.5,142,137
2019-12-17 11:00:00,181,126,175,23,4.73,106,179
2019-12-17 12:00:00,97,262,34,107,4.6,60,152
2019-12-17 13:00:00,141,181,81,62,3.7,130,160
2019-12-17 14:00:00,244,110,110,113,3.41,141,195
2019-12-17 15:00:00,131,88,85,118,0.85,44,107
2019-12-17 16:00:00,229,215,108,64,0.57,82,174
2019-12-17 17:00:00,112,190,88,16,3.34,33,129
2019-12-17 18:00:00,21,335,91,87,4.68,153,158
2019-12-17 19:00:00,143,244,24,76,0.56,55,129
2019-12-17 20:00:00,222,224,11,26,2.2,147,177
2019-12-17 21:00:00,50,189,17,69,3.73,86,109
2019-12-17 22:00:00,136,162,90,84,4.23,42,148
2019-12-17 23:00:00,132,185,59,72,4.07,14,140
2019-12-18 00:00:00,224,162,29,28,1.02,75,148
2019-12-18 01:00:00,63,114,115,54,0.56,19,77
2019-12-18 02:00:00,146,46,92,54,3.95,67,128
2019-12-18 03:00:00,109,79,21,33,1.38,175,103
2019-12-18 04:00:00,203,275,142,41,2.68,131,202
2019-12-18 05:00:00,245,149,152,109,4.6,20,201
2019-12-18 06:00:00,201,104,172,16,1.31,158,162
2019-12-18 07:00:00,200,206,80,74,0.85,176,173
2019-12-18 08:00:00,133,101,100,52,1.4,171,130
2019-12-18 09:00:00,93,344,152,63,1.12,67,154
2019-12-18 10:00:00,223,73,170,61,2.21,85,165
2019-12-18 11:00:00,233,164,103,15,2.11,159,183
2019-12-18 12:00:00,65,165,161,101,1.4,103,119
2019-12-18 13:00:00,73,324,17,113,4.64,195,174
2019-12-18 14:00:00,178,320,35,94,1.16,28,163
2019-12-18 15:00:00,230,99,86,63,3.02,77,166
2019-12-18 16:00:00,128,289,127,106,0.57,78,154
2019-12-18 17:00:00,43,109,108,59,0.53,117,82
2019-12-18 18:00:00,172,66,77,99,4.66,107,156
2019-12-18 19:00:00,182,107,173,56,0.76,168,157
2019-12-18 20:00:00,76,288,16,85,1.65,16,114
2019-12-18 21:00:00,91,145,142,53,2.68,183,140
2019-12-18 22:00:00,88,332,21,72,3.83,66,152
2019-12-18 23:00:00,233,217,98,22,2.6,191,202
2019-12-19 00:00:00,47,67,108,119,0.73,55,74
2019-12-19 01:00:00,223,106,120,115,2.66,137,181
2019-12-19 02:00:00,52,227,118,12,4.89,48,131
2019-12-19 03:00:00,72,312,170,99,3.17,190,180
2019-12-19 04:00:00,141,134,18,7,1.34,32,102
2019-12-19 05:00:00,35,229,121,11,2.01,197,124
2019-12-19 06:00:00,173,128,173,115,2.86,181,182
2019-12-19 07:00:00,159,86,174,22,0.6,129,133
2019-12-19 08:00:00,106,265,176,87,3.37,152,180
2019-12-19 09:00:00,237,318,161,79,2.98,81,226
2019-12-19 10:00:00,124,248,32,19,2.5,68,136
2019-12-19 11:00:00,96,245,17,11,2.74,112,129
2019-12-19 12:00:00,106,276,57,109,3.63,151,168
2019-12-19 13:00:00,50,78,33,95,3.55,71,89
2019-12-19 14:00:00,119,247,143,79,0.89,28,137
2019-12-19 15:00:00,174,318,16,114,3.29,142,194
2019-12-19 16:00:00,55,190,29,70,4.02,98,118
2019-12-19 17:00:00,78,55,69,60,1.36,160,93
2019-12-19 18:00:00,125,90,42,102,3.62,90,126
2019-12-19 19:00:00,234,89,133,99,4.0,62,182
2019-12-19 20:00:00,249,105,139,41,3.5,19,176
2019-12-19 21:00:00,22,137,34,21,4.27,151,100
2019-12-19 22:00:00,241,74,147,110,3.63,152,196
2019-12-19 23:00:00,140,163,45,29,1.29,89,121
2019-12-20 00:00:00,179,164,87,30,2.03,66,146
2019-12-20 01:00:00,34,66,171,85,2.43,30,84
2019-12-20 02:00:00,249,151,167,93,0.72,17,172
2019-12-20 03:00:00,94,203,120,50,1.7,148,137
2019-12-20 04:00:00,213,197,21,111,4.54,56,183
2019-12-20 05:00:00,237,221,114,97,3.42,100,208
2019-12-20 06:00:00,210,331,147,104,3.63,137,232
2019-12-20 07:00:00,245,100,117,26,3.3,144,186
2019-12-20 08:00:00,20,232,83,107,3.11,117,119
2019-12-20 09:00:00,222,136,179,11,3.11,43,175
2019-12-20 10:00:00,152,51,75,44,3.06,24,114
2019-12-20 11:00:00,109,170,54,93,4.94,192,163
2019-12-20 12:00:00,25,174,82,73,0.71,114,87
2019-12-20 13:00:00,246,46,128,102,3.39,75,175
2019-12-20 14:00:00,152,227,163,10,3.41,138,179
2019-12-20 15:00:00,135,152,43,49,3.55,136,144
2019-12-20 16:00:00,92,55,155,58,4.89,91,129
2019-12-20 17:00:00,175,100,27,5,4.73,27,136
2019-12-20 18:00:00,230,226,34,68,1.57,93,175
2019-12-20 19:00:00,88,278,76,102,3.3,62,148
2019-12-20 20:00:00,234,195,153,50,4.87,179,226
2019-12-20 21:00:00,63,234,38,96,2.96,114,128
2019-12-20 22:00:00,163,163,53,55,1.42,10,124
2019-12-20 23:00:00,218,87,71,85,1.7,115,154
2019-12-21 00:00:00,225,280,153,59,3.89,93,219
2019-12-21 01:00:00,169,319,96,12,3.25,158,196
2019-12-21 02:00:00,220,284,60,53,0.59,109,180
2019-12-21 03:00:00,170,279,50,58,2.21,139,175
2019-12-21 04:00:00,190,229,44,23,2.22,55,156
2019-12-21 05:00:00,87,189,134,98,1.84,170,142
2019-12-21 06:00:00,190,115,176,75,0.8,18,142
2019-12-21 07:00:00,173,182,97,45,4.84,45,170
2019-12-21 08:00:00,60,54,151,19,0.61,125,82
2019-12-21 09:00:00,89,105,126,15,4.33,46,118
2019-12-21 10:00:00,50,101,39,23,0.65,185,81
2019-12-21 11:00:00,36,322,25,97,4.8,64,140
2019-12-21 12:00:00,156,83,89,38,0.52,127,119
2019-12-21 13:00:00,238,248,98,38,1.79,145,199
2019-12-21 14:00:00,74,339,118,24,0.86,157,147
2019-12-21 15:00:00,25,64,44,119,1.96,101,72
2019-12-21 16:00:00,217,82,12,112,4.92,103,171
2019-12-21 17:00:00,211,109,110,43,3.56,151,178
2019-12-21 18:00:00,151,229,11,96,0.82,146,145
2019-12-21 19:00:00,126,192,18,65,2.38,198,146
2019-12-21 20:00:00,214,290,128,12,2.21,138,202
2019-12-21 21:00:00,107,275,100,43,2.09,103,149
2019-12-21 22:00:00,203,175,29,14,4.08,102,169
2019-12-21 23:00:00,37,67,54,31,3.83,65,79
2019-12-22 00:00:00,179,146,73,26,2.63,56,143
2019-12-22 01:00:00,232,262,151,44,3.73,22,205
2019-12-22 02:00:00,67,197,20,80,1.59,117,107
2019-12-22 03:00:00,48,292,85,83,0.91,121,124
2019-12-22 04:00:00,179,212,58,85,1.44,20,145
2019-12-22 05:00:00,172,108,98,89,0.47,198,147
2019-12-22 06:00:00,95,138,63,89,3.0,191,136
2019-12-22 07:00:00,82,223,138,27,4.47,59,145
2019-12-22 08:00:00,28,171,148,42,2.29,135,110
2019-12-22 09:00:00,218,64,48,68,2.03,183,157
2019-12-22 10:00:00,33,342,143,17,2.97,181,155
2019-12-22 11:00:00,39,157,116,38,0.4,171,97
2019-12-22 12:00:00,231,208,62,56,3.21,89,187
2019-12-22 13:00:00,29,44,134,105,3.08,76,87
2019-12-22 14:00:00,158,206,37,42,2.28,66,142
2019-12-22 15:00:00,186,163,101,91,3.49,28,163
2019-12-22 16:00:00,166,66,150,107,3.66,59,150
2019-12-22 17:00:00,166,147,144,29,4.9,18,162
2019-12-22 18:00:00,190,346,20,14,4.75,197,217
2019-12-22 19:00:00,208,266,179,59,3.41,155,219
2019-12-22 20:00:00,89,322,49,14,3.68,189,166
2019-12-22 21:00:00,91,207,59,87,1.26,131,125
2019-12-22 22:00:00,84,182,172,68,4.06,41,141
2019-12-22 23:00:00,170,111,138,67,0.98,104,141
2019-12-23 00:00:00,123,198,65,81,4.64,138,164
2019-12-23 01:00:00,248,147,126,54,2.56,41,179
2019-12-23 02:00:00,79,261,57,25,4.44,122,148
2019-12-23 03:00:00,157,205,18,58,3.78,182,169
2019-12-23 04:00:00,82,41,167,98,2.99,196,129
2019-12-23 05:00:00,149,71,30,11,2.29,86,110
2019-12-23 06:00:00,55,289,25,18,3.48,157,136
2019-12-23 07:00:00,137,136,112,29,1.37,138,133
2019-12-23 08:00:00,76,126,148,41,2.8,105,120
2019-12-23 09:00:00,213,132,37,56,4.99,67,172
2019-12-23 10:00:00,98,213,94,48,2.57,23,124
2019-12-23 11:00:00,39,327,54,26,3.11,81,128
